* idx(tesseract_os2-64_cam-front_os1-128_cam-lrr)=00251_00213_00637_00213_00633, timestamp=1643355809.940727785
*, R, 100, Sedan, 14.261396595175938, -0.27175881920356915, -0.47770761066221223, -0.8098999999999514, 2.2341000000000006, 0.9786, 0.85
*, L, 120, Sedan, 8.2519137915837, 19.797356343439752, -0.8316486396632425, -169.25236799140274, 2.478, 1.2072, 0.95
*, L, 129, Sedan, 22.694341025259746, 31.848920633193757, 0.03421875000000012, 178.26429999999996, 2.3984000000000005, 1.1315999999999997, 1.15
*, L, 130, Sedan, 21.235907492524564, 23.82095246527725, -0.06081111918604831, 170.146, 2.3278000000000003, 1.1330000000000002, 1.15
*, R, 131, Sedan, 20.97087340815051, 20.904091207948795, -0.05526748455668684, 175.04633610126945, 2.2077, 1.1818000000000002, 1.15
*, R, 132, Pedestrian, 23.25136675515587, 14.740281651827106, -0.6273063497340428, 1.9622999999999642, 0.5299, 0.5452, 1.0
*, L, 133, Sedan, 14.428303095519128, -26.64360091950481, -0.29282344551497375, 174.2894, 2.3720588938187377, 1.2357355752749486, 1.15
*, L, 134, Sedan, 14.153410693828443, -29.75839814610919, -0.5784740679950908, 174.2894, 2.3839000000000006, 1.2831000000000001, 0.921311918604651
*, L, 136, Sedan, 12.925067728326603, -34.550993612032386, -0.15795426939392215, 174.2894, 2.057995376342487, 1.025904470806775, 0.7940476190476189
*, L, 139, Sedan, 21.67923773655355, 26.537535095693254, -0.5610164992665139, 176.61469670594573, 2.3963000000000005, 1.1422, 0.95
*, R, 140, Pedestrian, 21.05394820350067, -2.6172157934122793, 0.043311719691499884, 1.3895000000000026, 0.5954999999999998, 0.5622, 1.0
*, L, 142, Sedan, 27.393598813503704, -39.16787730937927, 0.3559513955426771, 176.2974, 2.4442000000000004, 1.3138, 0.95
*, L, 143, Sedan, 27.14737534648225, -44.26963428709427, 0.49937547934191007, 177.7974, 2.4442000000000004, 1.1138, 0.95
*, L, 144, Sedan, 26.56968900879606, -48.89145825544421, 1.145212765957447, 176.2974, 2.4442000000000004, 1.1138, 0.95
*, L1, 145, Sedan, 35.96672731722265, -39.54667831221468, 0.685541889807896, 176.4237, 2.7455, 1.3663999999999998, 1.05
